Type,Source,Question,Reponse
QnA,Prévention - Symptômes - traitements,quels sont les médicaments homéopathiques efficaces ? ,plop
QnA,Prévention - Symptômes - traitements,Quelles sont les recommandations pour un travailleur du secteur de l'alimentation atteint du coronavirus?,plop
QnA,Prévention - Symptômes - traitements,"J'ai les mains sales, j'ai besoin de les laver?",plop
QnA,Prévention - Symptômes - traitements,"Pour être protéger à l'avenir, serait-ce une bonne idée d'aller attraper la covid?",plop
QnA,Prévention - Symptômes - traitements,"Faut-il se laver les mains après avoir éternué, toussé ou s'être mouché?",plop
QnA,Prévention - Symptômes - traitements,Est-ce que la RAMQ couvre les services de santé qui proviennent des services de télécommunication?,plop
QnA,Prévention - Symptômes - traitements,Comment se laver correctement les mains ?,plop
QnA,Prévention - Symptômes - traitements,Distanciation physique.,plop
QnA,Prévention - Symptômes - traitements,Je suis inquiet de la qualité de l'air intérieur en cas d’isolement dans le contexte de la COVID-19,plop
QnA,Prévention - Symptômes - traitements,C'est important de se laver les mains après être allé aux toilettes?,plop
QnA,Prévention - Symptômes - traitements,Quelles sont les règles d'hygiène à suivre quand je suis à l'extérieur?,plop
QnA,Prévention - Symptômes - traitements,La marde c'est tu dangereux?,plop
QnA,Prévention - Symptômes - traitements,C'est quoi les symptômes du coronavirus dans les premiers jours de l'infection?,plop
QnA,Prévention - Symptômes - traitements,Quels sont les moments où il faut se laver les mains?,plop
QnA,Prévention - Symptômes - traitements,"Mon pharmacien peut-il m'aider à trouver un médicament pour soulager les symptômes de toux, mal de gorge ou la fièvre liée au coronavirus?",plop
Feedback,1,Les voyages à l'ère de la pandémie,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,est-ce que je peux continuer à utiliser le transport en commun?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,est-ce que je peux voire mes amis,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,est-ce que la saaq est ouverte?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,Les voyages à l'ère de la pandémie,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,est-ce que mon chien peut me transmettre le covid-19?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,est-ce que je peux voire mes amis,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,qui sont les personnes les plus touchées par la covid-19?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,1,Les voyages à l'ère de la pandémie,"Misez sur des stratégies de socialisation à distance, qui vous aideront à maintenir et même augmenter les liens avec vos proches en utilisant des moyens de communication alternatifs. Il ne faut pas minimiser les effets positifs de la socialisation à distance, puisque le maintien de vos relations sociales a un impact positif sur votre santé physique et psychologique dans chaque étape de la vie. Par exemple, vous pouvez utiliser des moyens de communication directs, indirects ou encore vous montrer"
Feedback,1,est-ce que je peux voire mes amis,"Misez sur des stratégies de socialisation à distance, qui vous aideront à maintenir et même augmenter les liens avec vos proches en utilisant des moyens de communication alternatifs. Il ne faut pas minimiser les effets positifs de la socialisation à distance, puisque le maintien de vos relations sociales a un impact positif sur votre santé physique et psychologique dans chaque étape de la vie. Par exemple, vous pouvez utiliser des moyens de communication directs, indirects ou encore vous montrer"
Feedback,1,C'est quoi le covid?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,1,comment se protéger de la covid-19?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,1,comment se protéger de la covid-19?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,1,qui sont les personnes les plus touchées par la covid-19?,"Le risque de complications graves pour les personnes atteintes de la COVID‑19 augmente avec l’âge, mais il est présent même chez les jeunes adultes. Le risque de décès à la suite de complications respiratoires graves (pneumonie ou syndrome respiratoire aigu) dues à la COVID‑19 est particulièrement élevé chez : *   les personnes âgées de 70 ans et plus; *   les personnes ayant un système immunitaire affaibli; *   les personnes atteintes de maladies chroniques telles que :     *   le diabète;    "
Feedback,1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,1,est-ce que je peux continuer à utiliser le transport en commun?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que je peux continuer à utiliser le transport en commun?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que la saaq est ouverte?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que je peux continuer à utiliser le transport en commun?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que la saaq est ouverte?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que je peux continuer à utiliser le transport en commun?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,est-ce que la saaq est ouverte?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,1,C'est quoi le covid?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,1,Que puis-je faire pour contribuer à l’autonomie alimentaire du Québec?,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
Feedback,1,combien de temps le covid-19 survit sur les objets?,"Le coronavirus (COVID‑19) peut vivre sur les objets et surfaces. Sa durée de vie est de quelques heures à plusieurs jours. Cela dépend notamment du type de surface (par exemple : cuivre, carton, acier inoxydable, plastique), de la température et de l’humidité ambiante. Il est donc important que vous laviez les comptoirs, les lavabos, les poignées de porte et toutes les surfaces fréquemment touchées par les mains. Le nettoyage et la désinfection sont très efficaces pour éliminer le virus. "
Feedback,1,comment dénoncer des comportements inacceptables,"Il est demandé aux citoyens de ne pas composer le 911 pour dénoncer un rassemblement afin d’éviter d’engorger les lignes téléphoniques des centres d'urgence 911. Si vous êtes témoin d’une situation sérieuse qui nécessite une intervention policière, vous pouvez communiquer avec le [service de police qui dessert votre territoire](https://www.securitepublique.gouv.qc.ca/police/bottin.html) . La sensibilisation et l’information sont les approches privilégiées par l’ensemble des corps policiers au Qu"
Feedback,1,C'est quoi le covid?,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec](https://www.quebec.ca/sante/problemes-de-sante/a-z/c"
Feedback,1,Que puis-je faire pour contribuer à l’autonomie alimentaire du Québec?,*   Privilégiez les produits du Québec au moment de vos achats. Diverses inscriptions facilitent le repérage de ces produits en magasin. Vous pouvez notamment vous renseigner sur le site [Aliments du Québec](https://www.alimentsduquebec.com/fr/produits-dici) . *   Faites vos achats dans des commerces locaux consacrés à l’alimentation ou directement auprès des entreprises agricoles ou de transformation locales. [Le Panier bleu ](https://lepanierbleu.ca/) est une nouvelle plateforme de référence q
Feedback,1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Lorsque les milieux de stage ont confirmé la continuité de leurs services, que les étudiants évoluent dans un endroit où les consignes de la Santé publique sont respectées et que les étudiants peuvent réaliser leur stage, par exemple en recourant au télétravail, les stages sont possibles. Cependant, aucun étudiant ne peut être pénalisé en raison de son incapacité à répondre aux exig"
Feedback,1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Lorsque les milieux de stage ont confirmé la continuité de leurs services, que les étudiants évoluent dans un endroit où les consignes de la Santé publique sont respectées et que les étudiants peuvent réaliser leur stage, par exemple en recourant au télétravail, les stages sont possibles. Cependant, aucun étudiant ne peut être pénalisé en raison de son incapacité à répondre aux exig"
Feedback,1,quand puis-je aller à la chasse,"Les dates pour l’ouverture des saisons de chasse et de pêche sont maintenues, mais les amateurs de chasse et de pêche seront tenus de respecter les interdictions gouvernementales. Ainsi, ils devront se conformer en tout temps aux directives et recommandations de la Direction nationale de la santé publique visant à endiguer l’épidémie de COVID-19, notamment : *   Éviter de se déplacer d’une région ou d’une ville à l’autre, sauf en cas de nécessité. Les déplacements en lien avec les loisirs ne son"
Feedback,1,quand puis-je aller à la chasse,"Les dates pour l’ouverture des saisons de chasse et de pêche sont maintenues, mais les amateurs de chasse et de pêche seront tenus de respecter les interdictions gouvernementales. Ainsi, ils devront se conformer en tout temps aux directives et recommandations de la Direction nationale de la santé publique visant à endiguer l’épidémie de COVID-19, notamment : *   Éviter de se déplacer d’une région ou d’une ville à l’autre, sauf en cas de nécessité. Les déplacements en lien avec les loisirs ne son"
Feedback,1,est-ce que mon chien peut me transmettre le covid-19?,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les "
Feedback,1,est-ce que la saaq est ouverte?,*   [Société de l'assurance automobile du Québec (SAAQ)](https://saaq.gouv.qc.ca/salle-de-presse/covid-19-foire-aux-quest
Feedback,1,est-ce que la saaq est ouverte?,*   [Société de l'assurance automobile du Québec (SAAQ)](https://saaq.gouv.qc.ca/salle-de-presse/covid-19-foire-aux-quest
Feedback,1,est-ce que la saaq est ouverte?,*   [Société de l'assurance automobile du Québec (SAAQ)](https://saaq.gouv.qc.ca/salle-de-presse/covid-19-foire-aux-quest
Feedback,-1,est-ce que je peux voir ma conjointe,"Nous faisons appel à la collaboration et au bon jugement des gens dans cette situation. La réponse à cette question dépend de plusieurs facteurs : est-ce que ces personnes vivent seules, est-ce qu’elles continuent de travailler, etc. Si ces personnes décident de se voir, il faut s’assurer que : *   chacune d’elle a respecté et respecte les [consignes sanitaires pour tous](https://www.quebec.ca/sante/problemes-de-sante/a-z/informations-generales-sur-le-coronavirus/#c53182) émises par la Santé pub"
Feedback,-1,est-ce que les cours de conduite sur route pourront reprendre bientôt?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,le vélo en groupe est-il permis,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,se promener en moto permis ou pas,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,Comment peut-on faire la différence entre les symptômes de la COVID-19 et ceux de la grippe?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,-1,est-il permi de faire affaire avec un peintre pour peindre les plafonds de mon condo. il serait seul à venir chez moi. je serait là avec ma conjointe mais  juste une personne pour faire le travail  ,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,-1,retour au travail et maladie chroniques,"Les employeurs sont invités à faire preuve de souplesse dans les horaires de travail de leur personnel, de façon, par exemple, à limiter les foules présentes dans le transport en commun aux heures de pointe. Dans l’objectif d’éviter d’engorger les hôpitaux, le gouvernement du Québec demande aux employeurs de ne pas demander de billets de médecin à leur personnel devant se placer en isolement. Lorsque possible, les employeurs sont également invités à favoriser le télétr"
Feedback,-1,épicerie,"Les établissements des secteurs économiques suivants pourront rouvrir : *   l’ensemble des secteurs de l’industrie de la construction; *   les commerces de détail (établissements avec un accès extérieur habituellement utilisé par la clientèle) ainsi que leur chaîne d’approvisionnement; *   les entreprises du secteur manufacturier. Pour connaître les dates et modalités encadrant ces réouvertures, consultez la page [Reprise graduelle des activités en lien avec les mesures de ralentissement de la C"
Feedback,-1,pourquois la saaq n'offre pas encore le service des examens de conduite,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,-1,est-ce que le port du masque est obligatoire ,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,qu'en est-il de nos droits et libertés?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,-1,maladie chronique ,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,-1,les travaux envoyés par les professeurs sont-ils obligatoires?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
Feedback,-1,est-ce permis de voyayer 4 personne dans un véhicule pour du covoiturage ?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,pourquois la saaq n'offre pas encore le service des examens de conduite,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,"bonjour, je viens d'aller passer le dépistage du covid et je me demandais si je peux retourner au travail sans avoir les résultats? ","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
Feedback,-1,est-ce que les cours de conduite sur route pourront reprendre bientôt?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,"bonjour, nous pensons qu'un employé fait une fausse déclaration à l'effet qu'il est covid positif afin de pouvoir rester à la maison avec la pcu ",Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,-1,"bonjour, nous pensons qu'un employé fait une fausse déclaration à l'effet qu'il est covid positif afin de pouvoir rester à la maison avec la pcu ",Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
Feedback,-1,j'aimerait savoir qu'elle est le ratio en garderie familial subventioné pour 9 enfants,"Il est possible d’aller livrer de l’épicerie à une personne âgée ou une personne ayant un système immunitaire affaibli uniquement si vous ne présentez aucun symptôme et ne revenez pas de voyage depuis moins de 14 jours. En tout temps, il importe de conserver une distance entre les personnes, d’éviter les contacts directs et de respecter les règles d’hygiène habituelles lorsque vous toussez ou éte"
Feedback,-1,je peux faire du vélo ,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,je dois aller chercher ma moto chez mes parents qui habite dans une autre région est-ce que je peux y aller avec un ami habitant pas à la même adresse ,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
Feedback,-1,est-ce permis de voyayer 4 personne dans un véhicule pour du covoiturage ?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
Feedback,-1,"bonjour il est maintenant permis de jouer au golf en quatuor en respectant la distanciation , qu'en est il du covoiturage pour s'y rendre,merci","Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
